Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Lead Time
2046,US-2021-133592-CHO-MIL-31000,2024-12-31,2027-06-30,3,133592,1,Providence,46,2908,0,0,CHO-MIL-31000,9,13.0,4,8.44,4.56,911
2047,US-2021-111150-CHO-TRI-54000,2024-12-31,2027-06-27,3,111150,1,Columbia,26,65203,0,2,CHO-TRI-54000,11,26.25,7,17.15,9.1,908
2048,US-2021-143231-OTH-KAZ-38000,2024-12-31,2027-06-26,0,143231,1,Franklin,22,2038,1,0,OTH-KAZ-38000,3,9.75,3,0.75,9.0,907
2049,US-2021-133592-CHO-NUT-13000,2024-12-31,2027-06-30,3,133592,1,Providence,46,2908,0,0,CHO-NUT-13000,10,13.96,4,9.96,4.0,911
2050,US-2021-157644-CHO-TRI-54000,2024-12-31,2027-06-24,0,157644,1,New York City,34,10035,0,0,CHO-TRI-54000,11,11.25,3,7.35,3.9,905
2051,US-2021-133949-CHO-FUD-51000,2024-12-31,2027-06-23,1,133949,1,Reno,29,89502,0,3,CHO-FUD-51000,8,25.2,7,16.8,8.4,904
2052,US-2022-146262-CHO-NUT-13000,2024-01-02,2027-07-02,3,146262,1,Medina,39,44256,0,0,CHO-NUT-13000,10,17.45,5,12.45,5.0,1277
2053,US-2022-104514-CHO-MIL-31000,2024-01-02,2027-06-27,2,104514,1,Newark,8,19711,0,0,CHO-MIL-31000,9,9.75,3,6.33,3.42,1272
2054,US-2022-146262-CHO-FUD-51000,2024-01-02,2027-07-02,3,146262,1,Medina,39,44256,0,0,CHO-FUD-51000,8,7.2,2,4.8,2.4,1277
2055,US-2022-104514-CHO-SCR-58000,2024-01-02,2027-06-27,2,104514,1,Newark,8,19711,0,0,CHO-SCR-58000,12,10.8,3,7.5,3.3,1272
2056,US-2022-104514-CHO-MIL-31000,2024-01-02,2027-06-27,2,104514,1,Newark,8,19711,0,0,CHO-MIL-31000,9,6.5,2,4.22,2.28,1272
2057,US-2022-146262-CHO-NUT-13000,2024-01-02,2027-07-02,3,146262,1,Medina,39,44256,0,0,CHO-NUT-13000,10,6.98,2,4.98,2.0,1277
2058,US-2022-146262-CHO-MIL-31000,2024-01-02,2027-07-02,3,146262,1,Medina,39,44256,0,0,CHO-MIL-31000,9,29.25,9,18.99,10.26,1277
2059,US-2022-146262-CHO-TRI-54000,2024-01-02,2027-07-02,3,146262,1,Medina,39,44256,0,0,CHO-TRI-54000,11,11.25,3,7.35,3.9,1277
2060,US-2022-141243-CHO-MIL-31000,2024-01-03,2027-07-01,2,141243,1,Dallas,51,75217,0,2,CHO-MIL-31000,9,29.25,9,18.99,10.26,1275
2061,US-2022-141243-CHO-SCR-58000,2024-01-03,2027-07-01,2,141243,1,Dallas,51,75217,0,2,CHO-SCR-58000,12,10.8,3,7.5,3.3,1275
2062,US-2022-121097-CHO-MIL-31000,2024-01-03,2027-07-01,3,121097,1,Baytown,51,77520,0,2,CHO-MIL-31000,9,6.5,2,4.22,2.28,1275
2063,US-2022-141243-CHO-NUT-13000,2024-01-03,2027-07-01,2,141243,1,Dallas,51,75217,0,2,CHO-NUT-13000,10,17.45,5,12.45,5.0,1275
2065,US-2022-149811-CHO-FUD-51000,2024-01-04,2027-07-03,3,149811,1,Woodbury,24,55125,0,2,CHO-FUD-51000,8,10.8,3,7.2,3.6,1276
2066,US-2022-149811-CHO-TRI-54000,2024-01-04,2027-07-03,3,149811,1,Woodbury,24,55125,0,2,CHO-TRI-54000,11,18.75,5,12.25,6.5,1276
2067,US-2022-154970-CHO-TRI-54000,2024-01-05,2027-07-03,3,154970,1,Seattle,55,98103,0,3,CHO-TRI-54000,11,3.75,1,2.45,1.3,1275
2068,US-2022-158701-CHO-MIL-31000,2024-01-05,2027-07-03,3,158701,1,San Francisco,5,94110,0,3,CHO-MIL-31000,9,19.5,6,12.66,6.84,1275
2069,US-2022-108588-CHO-NUT-13000,2024-01-05,2027-07-03,3,108588,1,New York City,34,10009,0,0,CHO-NUT-13000,10,10.47,3,7.47,3.0,1275
2070,US-2022-158701-CHO-NUT-13000,2024-01-05,2027-07-03,3,158701,1,San Francisco,5,94110,0,3,CHO-NUT-13000,10,20.94,6,14.94,6.0,1275
2071,US-2022-108588-CHO-SCR-58000,2024-01-05,2027-07-03,3,108588,1,New York City,34,10009,0,0,CHO-SCR-58000,12,7.2,2,5.0,2.2,1275
2072,US-2022-108588-CHO-MIL-31000,2024-01-05,2027-07-03,3,108588,1,New York City,34,10009,0,0,CHO-MIL-31000,9,6.5,2,4.22,2.28,1275
2073,US-2022-149636-CHO-SCR-58000,2024-01-06,2027-07-05,3,149636,1,Colorado Springs,6,80906,0,3,CHO-SCR-58000,12,7.2,2,5.0,2.2,1276
2074,US-2022-149636-CHO-SCR-58000,2024-01-06,2027-07-05,3,149636,1,Colorado Springs,6,80906,0,3,CHO-SCR-58000,12,18.0,5,12.5,5.5,1276
2075,US-2022-119480-CHO-TRI-54000,2024-01-09,2027-07-06,3,119480,1,Henderson,17,42420,0,1,CHO-TRI-54000,11,11.25,3,7.35,3.9,1274
2076,US-2022-119480-CHO-TRI-54000,2024-01-09,2027-07-06,3,119480,1,Henderson,17,42420,0,1,CHO-TRI-54000,11,7.5,2,4.9,2.6,1274
2077,US-2022-119480-CHO-FUD-51000,2024-01-09,2027-07-06,3,119480,1,Henderson,17,42420,0,1,CHO-FUD-51000,8,10.8,3,7.2,3.6,1274
2078,US-2022-119480-CHO-NUT-13000,2024-01-09,2027-07-06,3,119480,1,Henderson,17,42420,0,1,CHO-NUT-13000,10,17.45,5,12.45,5.0,1274
2079,US-2022-157154-CHO-MIL-31000,2024-01-10,2027-07-08,3,157154,1,New York City,34,10011,0,0,CHO-MIL-31000,9,13.0,4,8.44,4.56,1275
2080,US-2022-128608-CHO-NUT-13000,2024-01-12,2027-07-10,3,128608,1,Toledo,39,43615,0,0,CHO-NUT-13000,10,6.98,2,4.98,2.0,1275
2081,US-2022-156755-CHO-TRI-54000,2024-01-12,2027-07-11,3,156755,1,Newark,8,19711,0,0,CHO-TRI-54000,11,11.25,3,7.35,3.9,1276
2082,US-2022-128608-CHO-MIL-31000,2024-01-12,2027-07-10,3,128608,1,Toledo,39,43615,0,0,CHO-MIL-31000,9,6.5,2,4.22,2.28,1275
2085,US-2022-128608-CHO-FUD-51000,2024-01-12,2027-07-10,3,128608,1,Toledo,39,43615,0,0,CHO-FUD-51000,8,7.2,2,4.8,2.4,1275
2086,US-2022-137526-CHO-MIL-31000,2024-01-13,2027-07-10,3,137526,1,Los Angeles,5,90004,0,3,CHO-MIL-31000,9,13.0,4,8.44,4.56,1274
2088,US-2022-137526-CHO-FUD-51000,2024-01-13,2027-07-10,3,137526,1,Los Angeles,5,90004,0,3,CHO-FUD-51000,8,10.8,3,7.2,3.6,1274
2089,US-2022-169677-CHO-NUT-13000,2024-01-13,2027-07-08,2,169677,1,Columbus,11,31907,0,1,CHO-NUT-13000,10,6.98,2,4.98,2.0,1272
2090,US-2022-101399-CHO-FUD-51000,2024-01-17,2027-07-17,3,101399,1,Park Ridge,13,60068,0,2,CHO-FUD-51000,8,25.2,7,16.8,8.4,1277
2091,US-2022-152681-CHO-MIL-31000,2024-01-17,2027-07-15,3,152681,1,Lawrence,22,1841,0,0,CHO-MIL-31000,9,6.5,2,4.22,2.28,1275
2092,US-2022-151547-CHO-MIL-31000,2024-01-17,2027-07-16,3,151547,1,Bartlett,50,38134,0,1,CHO-MIL-31000,9,26.0,8,16.88,9.12,1276
2093,CA-2022-152681-CHO-MIL-31000,2024-01-17,2027-07-15,3,152681,0,Montreal,45,H1A,0,0,CHO-MIL-31000,9,6.5,2,4.22,2.28,1275
2094,US-2022-141250-CHO-NUT-13000,2024-01-19,2027-07-16,3,141250,1,Texas City,51,77590,0,2,CHO-NUT-13000,10,13.96,4,9.96,4.0,1274
2095,US-2022-141250-CHO-TRI-54000,2024-01-19,2027-07-16,3,141250,1,Texas City,51,77590,0,2,CHO-TRI-54000,11,3.75,1,2.45,1.3,1274
2096,CA-2022-115238-CHO-FUD-51000,2024-01-21,2027-07-17,3,115238,0,Toronto,41,M7A,0,0,CHO-FUD-51000,8,18.0,5,12.0,6.0,1273
2097,CA-2022-115238-CHO-MIL-31000,2024-01-21,2027-07-17,3,115238,0,Toronto,41,M7A,0,0,CHO-MIL-31000,9,3.25,1,2.11,1.14,1273
2098,CA-2022-115238-CHO-TRI-54000,2024-01-21,2027-07-17,3,115238,0,Toronto,41,M7A,0,0,CHO-TRI-54000,11,18.75,5,12.25,6.5,1273
2099,CA-2022-115238-CHO-FUD-51000,2024-01-21,2027-07-17,3,115238,0,Toronto,41,M7A,0,0,CHO-FUD-51000,8,3.6,1,2.4,1.2,1273
2101,US-2022-119214-CHO-FUD-51000,2024-01-23,2027-07-20,3,119214,1,Bozeman,27,59715,0,3,CHO-FUD-51000,8,7.2,2,4.8,2.4,1274
2102,US-2022-119214-CHO-SCR-58000,2024-01-23,2027-07-20,3,119214,1,Bozeman,27,59715,0,3,CHO-SCR-58000,12,10.8,3,7.5,3.3,1274
2103,US-2022-128958-CHO-TRI-54000,2024-01-24,2027-07-21,3,128958,1,West Palm Beach,10,33407,0,1,CHO-TRI-54000,11,18.75,5,12.25,6.5,1274
2104,US-2022-109603-CHO-TRI-54000,2024-01-26,2027-07-25,3,109603,1,Moreno Valley,5,92553,0,3,CHO-TRI-54000,11,30.0,8,19.6,10.4,1276
2105,US-2022-168746-CHO-MIL-31000,2024-01-27,2027-07-22,2,168746,1,Cleveland,39,44105,0,0,CHO-MIL-31000,9,6.5,2,4.22,2.28,1272
2106,US-2022-164777-CHO-TRI-54000,2024-01-27,2027-07-22,0,164777,1,Los Angeles,5,90036,0,3,CHO-TRI-54000,11,18.75,5,12.25,6.5,1272
2107,US-2022-168746-CHO-MIL-31000,2024-01-27,2027-07-22,2,168746,1,Cleveland,39,44105,0,0,CHO-MIL-31000,9,13.0,4,8.44,4.56,1272
2108,US-2022-168746-CHO-MIL-31000,2024-01-27,2027-07-22,2,168746,1,Cleveland,39,44105,0,0,CHO-MIL-31000,9,3.25,1,2.11,1.14,1272
2110,US-2022-121797-CHO-MIL-31000,2024-01-30,2027-07-30,3,121797,1,Los Angeles,5,90049,0,3,CHO-MIL-31000,9,22.75,7,14.77,7.98,1277
2111,US-2022-145401-CHO-SCR-58000,2024-01-30,2027-07-28,3,145401,1,Houston,51,77070,0,2,CHO-SCR-58000,12,21.6,6,15.0,6.6,1275
2112,US-2022-121797-CHO-TRI-54000,2024-01-30,2027-07-30,3,121797,1,Los Angeles,5,90049,0,3,CHO-TRI-54000,11,11.25,3,7.35,3.9,1277
2113,US-2022-149587-CHO-MIL-31000,2024-01-31,2027-07-29,2,149587,1,Minneapolis,24,55407,0,2,CHO-MIL-31000,9,9.75,3,6.33,3.42,1275
2114,US-2022-149587-CHO-TRI-54000,2024-01-31,2027-07-29,2,149587,1,Minneapolis,24,55407,0,2,CHO-TRI-54000,11,7.5,2,4.9,2.6,1275
2115,US-2022-149587-CHO-TRI-54000,2024-01-31,2027-07-29,2,149587,1,Minneapolis,24,55407,0,2,CHO-TRI-54000,11,7.5,2,4.9,2.6,1275
2116,US-2022-127327-CHO-TRI-54000,2024-02-03,2027-07-31,3,127327,1,Rome,34,13440,0,0,CHO-TRI-54000,11,3.75,1,2.45,1.3,1274
2117,US-2022-140921-CHO-TRI-54000,2024-02-03,2027-07-29,0,140921,1,Omaha,28,68104,0,2,CHO-TRI-54000,11,7.5,2,4.9,2.6,1272
2118,US-2022-157959-CHO-MIL-31000,2024-02-03,2027-07-28,0,157959,1,Los Angeles,5,90008,0,3,CHO-MIL-31000,9,13.0,4,8.44,4.56,1271
2119,US-2022-132633-CHO-TRI-54000,2024-02-03,2027-07-29,2,132633,1,Pleasant Grove,52,84062,0,3,CHO-TRI-54000,11,11.25,3,7.35,3.9,1272
2120,US-2022-103093-CHO-MIL-31000,2024-02-03,2027-07-31,3,103093,1,Columbus,11,31907,0,1,CHO-MIL-31000,9,29.25,9,18.99,10.26,1274
2121,US-2022-140921-CHO-NUT-13000,2024-02-03,2027-07-29,0,140921,1,Omaha,28,68104,0,2,CHO-NUT-13000,10,10.47,3,7.47,3.0,1272
2122,US-2022-156482-CHO-FUD-51000,2024-02-06,2027-08-06,3,156482,1,Wilmington,8,19805,0,0,CHO-FUD-51000,8,14.4,4,9.6,4.8,1277
2123,US-2022-156482-CHO-MIL-31000,2024-02-06,2027-08-06,3,156482,1,Wilmington,8,19805,0,0,CHO-MIL-31000,9,29.25,9,18.99,10.26,1277
2124,US-2022-156482-CHO-SCR-58000,2024-02-06,2027-08-06,3,156482,1,Wilmington,8,19805,0,0,CHO-SCR-58000,12,7.2,2,5.0,2.2,1277
2125,US-2022-111507-CHO-SCR-58000,2024-02-06,2027-08-06,3,111507,1,Bellevue,55,98006,0,3,CHO-SCR-58000,12,10.8,3,7.5,3.3,1277
2126,US-2022-137064-CHO-TRI-54000,2024-02-06,2027-08-06,3,137064,1,Houston,51,77070,0,2,CHO-TRI-54000,11,11.25,3,7.35,3.9,1277
2127,US-2022-104038-CHO-MIL-31000,2024-02-06,2027-08-01,0,104038,1,Suffolk,54,23434,0,1,CHO-MIL-31000,9,16.25,5,10.55,5.7,1272
2128,US-2022-104038-CHO-SCR-58000,2024-02-06,2027-08-01,0,104038,1,Suffolk,54,23434,0,1,CHO-SCR-58000,12,10.8,3,7.5,3.3,1272
2129,US-2022-137064-CHO-TRI-54000,2024-02-06,2027-08-06,3,137064,1,Houston,51,77070,0,2,CHO-TRI-54000,11,11.25,3,7.35,3.9,1277
2130,US-2022-137064-CHO-SCR-58000,2024-02-06,2027-08-06,3,137064,1,Houston,51,77070,0,2,CHO-SCR-58000,12,7.2,2,5.0,2.2,1277
2131,US-2022-147529-CHO-NUT-13000,2024-02-07,2027-08-04,3,147529,1,Springfield,54,22153,0,1,CHO-NUT-13000,10,17.45,5,12.45,5.0,1274
2132,US-2022-147529-CHO-NUT-13000,2024-02-07,2027-08-04,3,147529,1,Springfield,54,22153,0,1,CHO-NUT-13000,10,6.98,2,4.98,2.0,1274
2133,US-2022-130491-CHO-TRI-54000,2024-02-08,2027-08-04,0,130491,1,Garden City,16,67846,0,2,CHO-TRI-54000,11,7.5,2,4.9,2.6,1273
2134,US-2022-130491-CHO-NUT-13000,2024-02-08,2027-08-04,0,130491,1,Garden City,16,67846,0,2,CHO-NUT-13000,10,3.49,1,2.49,1.0,1273
2135,US-2022-130491-CHO-SCR-58000,2024-02-08,2027-08-04,0,130491,1,Garden City,16,67846,0,2,CHO-SCR-58000,12,7.2,2,5.0,2.2,1273
2136,US-2022-114923-CHO-NUT-13000,2024-02-08,2027-08-06,3,114923,1,Columbus,39,43229,0,0,CHO-NUT-13000,10,10.47,3,7.47,3.0,1275
2137,US-2022-146038-CHO-SCR-58000,2024-02-09,2027-08-09,3,146038,1,Los Angeles,5,90049,0,3,CHO-SCR-58000,12,18.0,5,12.5,5.5,1277
2138,US-2022-135391-CHO-NUT-13000,2024-02-09,2027-08-04,2,135391,1,San Antonio,51,78207,0,2,CHO-NUT-13000,10,6.98,2,4.98,2.0,1272
2139,US-2022-135391-CHO-TRI-54000,2024-02-09,2027-08-04,2,135391,1,San Antonio,51,78207,0,2,CHO-TRI-54000,11,15.0,4,9.8,5.2,1272
2140,US-2022-101007-CHO-TRI-54000,2024-02-09,2027-08-06,2,101007,1,Dallas,51,75220,0,2,CHO-TRI-54000,11,7.5,2,4.9,2.6,1274
2141,US-2022-153374-CHO-MIL-31000,2024-02-09,2027-08-06,2,153374,1,Decatur,13,62521,0,2,CHO-MIL-31000,9,19.5,6,12.66,6.84,1274
2142,US-2022-101126-CHO-MIL-31000,2024-02-10,2027-08-07,2,101126,1,Philadelphia,43,19143,0,0,CHO-MIL-31000,9,16.25,5,10.55,5.7,1274
2143,US-2022-147662-CHO-NUT-13000,2024-02-14,2027-08-12,3,147662,1,Akron,39,44312,0,0,CHO-NUT-13000,10,10.47,3,7.47,3.0,1275
2144,US-2022-147662-CHO-NUT-13000,2024-02-14,2027-08-12,3,147662,1,Akron,39,44312,0,0,CHO-NUT-13000,10,6.98,2,4.98,2.0,1275
2145,US-2022-147662-CHO-SCR-58000,2024-02-14,2027-08-12,3,147662,1,Akron,39,44312,0,0,CHO-SCR-58000,12,7.2,2,5.0,2.2,1275
2146,US-2022-116876-CHO-NUT-13000,2024-02-14,2027-08-14,3,116876,1,Rochester,34,14609,0,0,CHO-NUT-13000,10,31.41,9,22.41,9.0,1277
2147,US-2022-147662-CHO-NUT-13000,2024-02-14,2027-08-12,3,147662,1,Akron,39,44312,0,0,CHO-NUT-13000,10,10.47,3,7.47,3.0,1275
2148,US-2022-116876-CHO-MIL-31000,2024-02-14,2027-08-14,3,116876,1,Rochester,34,14609,0,0,CHO-MIL-31000,9,3.25,1,2.11,1.14,1277
2149,US-2022-147662-CHO-FUD-51000,2024-02-14,2027-08-12,3,147662,1,Akron,39,44312,0,0,CHO-FUD-51000,8,10.8,3,7.2,3.6,1275
2150,US-2022-116092-CHO-TRI-54000,2024-02-15,2027-08-11,2,116092,1,Los Angeles,5,90004,0,3,CHO-TRI-54000,11,22.5,6,14.7,7.8,1273
2151,US-2022-116092-CHO-MIL-31000,2024-02-15,2027-08-11,2,116092,1,Los Angeles,5,90004,0,3,CHO-MIL-31000,9,16.25,5,10.55,5.7,1273
2152,US-2022-116092-CHO-FUD-51000,2024-02-15,2027-08-11,2,116092,1,Los Angeles,5,90004,0,3,CHO-FUD-51000,8,18.0,5,12.0,6.0,1273
2153,US-2022-116092-CHO-FUD-51000,2024-02-15,2027-08-11,2,116092,1,Los Angeles,5,90004,0,3,CHO-FUD-51000,8,10.8,3,7.2,3.6,1273
2154,US-2022-116092-CHO-SCR-58000,2024-02-15,2027-08-11,2,116092,1,Los Angeles,5,90004,0,3,CHO-SCR-58000,12,7.2,2,5.0,2.2,1273
2155,US-2022-154326-CHO-SCR-58000,2024-02-15,2027-08-12,3,154326,1,Kenosha,57,53142,0,2,CHO-SCR-58000,12,18.0,5,12.5,5.5,1274
2156,US-2022-154326-CHO-SCR-58000,2024-02-15,2027-08-12,3,154326,1,Kenosha,57,53142,0,2,CHO-SCR-58000,12,7.2,2,5.0,2.2,1274
2157,US-2022-154326-CHO-MIL-31000,2024-02-15,2027-08-12,3,154326,1,Kenosha,57,53142,0,2,CHO-MIL-31000,9,9.75,3,6.33,3.42,1274
2158,US-2022-121776-CHO-SCR-58000,2024-02-16,2027-08-14,3,121776,1,Los Angeles,5,90008,0,3,CHO-SCR-58000,12,25.2,7,17.5,7.7,1275
2159,US-2022-121776-CHO-NUT-13000,2024-02-16,2027-08-14,3,121776,1,Los Angeles,5,90008,0,3,CHO-NUT-13000,10,10.47,3,7.47,3.0,1275
2160,US-2022-156923-CHO-MIL-31000,2024-02-16,2027-08-13,3,156923,1,Dover,31,3820,0,0,CHO-MIL-31000,9,19.5,6,12.66,6.84,1274
2161,US-2022-105725-CHO-SCR-58000,2024-02-18,2027-08-17,3,105725,1,Long Beach,5,90805,0,3,CHO-SCR-58000,12,3.6,1,2.5,1.1,1276
2162,US-2022-111234-CHO-NUT-13000,2024-02-18,2027-08-15,3,111234,1,Los Angeles,5,90004,0,3,CHO-NUT-13000,10,10.47,3,7.47,3.0,1274
2163,US-2022-105725-CHO-NUT-13000,2024-02-18,2027-08-17,3,105725,1,Long Beach,5,90805,0,3,CHO-NUT-13000,10,6.98,2,4.98,2.0,1276
2164,US-2022-152611-CHO-TRI-54000,2024-02-20,2027-08-16,2,152611,1,Perth Amboy,32,8861,0,0,CHO-TRI-54000,11,26.25,7,17.15,9.1,1273
2165,US-2022-169740-CHO-FUD-51000,2024-02-20,2027-08-18,3,169740,1,Hot Springs,3,71901,0,1,CHO-FUD-51000,8,3.6,1,2.4,1.2,1275
2166,US-2022-162782-CHO-NUT-13000,2024-02-21,2027-08-20,3,162782,1,Columbia,21,21044,0,0,CHO-NUT-13000,10,6.98,2,4.98,2.0,1276
2167,US-2022-129770-CHO-MIL-31000,2024-02-21,2027-08-16,2,129770,1,Las Cruces,33,88001,0,3,CHO-MIL-31000,9,13.0,4,8.44,4.56,1272
2168,US-2022-132374-CHO-NUT-13000,2024-02-22,2027-08-17,2,132374,1,Sterling Heights,23,48310,0,2,CHO-NUT-13000,10,13.96,4,9.96,4.0,1272
2169,US-2022-132276-CHO-SCR-58000,2024-02-23,2027-08-21,3,132276,1,New York City,34,10024,0,0,CHO-SCR-58000,12,21.6,6,15.0,6.6,1275
2170,US-2022-132276-CHO-NUT-13000,2024-02-23,2027-08-21,3,132276,1,New York City,34,10024,0,0,CHO-NUT-13000,10,6.98,2,4.98,2.0,1275
2171,US-2022-154900-CHO-MIL-31000,2024-02-25,2027-08-22,3,154900,1,Leominster,22,1453,0,0,CHO-MIL-31000,9,3.25,1,2.11,1.14,1274
2172,US-2022-154900-CHO-FUD-51000,2024-02-25,2027-08-22,3,154900,1,Leominster,22,1453,0,0,CHO-FUD-51000,8,14.4,4,9.6,4.8,1274
2174,US-2022-111325-CHO-MIL-31000,2024-02-27,2027-08-21,0,111325,1,Altoona,43,16602,0,0,CHO-MIL-31000,9,19.5,6,12.66,6.84,1271
2175,US-2022-111325-CHO-MIL-31000,2024-02-27,2027-08-21,0,111325,1,Altoona,43,16602,0,0,CHO-MIL-31000,9,9.75,3,6.33,3.42,1271
2176,US-2022-138485-CHO-SCR-58000,2024-02-27,2027-08-22,2,138485,1,Seattle,55,98105,0,3,CHO-SCR-58000,12,32.4,9,22.5,9.9,1272
2177,US-2022-104129-CHO-MIL-31000,2024-02-27,2027-08-23,3,104129,1,Providence,46,2908,0,0,CHO-MIL-31000,9,6.5,2,4.22,2.28,1273
2178,US-2022-145436-CHO-NUT-13000,2024-02-28,2027-08-25,3,145436,1,Columbia,50,38401,0,1,CHO-NUT-13000,10,27.92,8,19.92,8.0,1274
2179,US-2022-145436-CHO-TRI-54000,2024-02-28,2027-08-25,3,145436,1,Columbia,50,38401,0,1,CHO-TRI-54000,11,7.5,2,4.9,2.6,1274
2180,US-2022-133585-CHO-FUD-51000,2024-03-01,2027-08-25,0,133585,1,Houston,51,77070,0,2,CHO-FUD-51000,8,21.6,6,14.4,7.2,1272
2181,US-2022-102316-CHO-TRI-54000,2024-03-01,2027-08-24,2,102316,1,Los Angeles,5,90045,0,3,CHO-TRI-54000,11,11.25,3,7.35,3.9,1271
2182,US-2022-133494-CHO-NUT-13000,2024-03-01,2027-08-26,3,133494,1,Philadelphia,43,19120,0,0,CHO-NUT-13000,10,6.98,2,4.98,2.0,1273
2183,US-2022-133585-CHO-MIL-31000,2024-03-01,2027-08-25,0,133585,1,Houston,51,77070,0,2,CHO-MIL-31000,9,6.5,2,4.22,2.28,1272
2184,US-2022-153325-CHO-NUT-13000,2024-03-01,2027-08-23,2,153325,1,Macon,11,31204,0,1,CHO-NUT-13000,10,13.96,4,9.96,4.0,1270
2185,US-2022-102316-CHO-SCR-58000,2024-03-01,2027-08-24,2,102316,1,Los Angeles,5,90045,0,3,CHO-SCR-58000,12,7.2,2,5.0,2.2,1271
2186,US-2022-104052-CHO-FUD-51000,2024-03-01,2027-08-23,0,104052,1,Coppell,51,75019,0,2,CHO-FUD-51000,8,14.4,4,9.6,4.8,1270
2187,US-2022-110457-CHO-SCR-58000,2024-03-02,2027-08-27,3,110457,1,Seattle,55,98103,0,3,CHO-SCR-58000,12,10.8,3,7.5,3.3,1273
2188,US-2022-105970-CHO-NUT-13000,2024-03-02,2027-08-28,3,105970,1,Richmond,14,47374,0,2,CHO-NUT-13000,10,3.49,1,2.49,1.0,1274
2190,US-2022-109512-CHO-TRI-54000,2024-03-05,2027-08-26,1,109512,1,New York City,34,10011,0,0,CHO-TRI-54000,11,26.25,7,17.15,9.1,1269
2191,US-2022-125185-CHO-SCR-58000,2024-03-05,2027-08-28,2,125185,1,Bethlehem,43,18018,0,0,CHO-SCR-58000,12,7.2,2,5.0,2.2,1271
2192,US-2022-140221-CHO-NUT-13000,2024-03-05,2027-08-30,2,140221,1,Chicago,13,60653,0,2,CHO-NUT-13000,10,6.98,2,4.98,2.0,1273
2193,US-2022-125185-CHO-FUD-51000,2024-03-05,2027-08-28,2,125185,1,Bethlehem,43,18018,0,0,CHO-FUD-51000,8,7.2,2,4.8,2.4,1271
2194,US-2022-140221-CHO-NUT-13000,2024-03-05,2027-08-30,2,140221,1,Chicago,13,60653,0,2,CHO-NUT-13000,10,17.45,5,12.45,5.0,1273
2195,US-2022-153108-CHO-FUD-51000,2024-03-05,2027-08-30,3,153108,1,New Castle,14,47362,0,2,CHO-FUD-51000,8,25.2,7,16.8,8.4,1273
2196,US-2022-140221-CHO-TRI-54000,2024-03-05,2027-08-30,2,140221,1,Chicago,13,60653,0,2,CHO-TRI-54000,11,7.5,2,4.9,2.6,1273
2197,US-2022-109001-CHO-NUT-13000,2024-03-05,2027-08-30,3,109001,1,Philadelphia,43,19120,0,0,CHO-NUT-13000,10,10.47,3,7.47,3.0,1273
2198,US-2022-109512-CHO-SCR-58000,2024-03-05,2027-08-26,1,109512,1,New York City,34,10011,0,0,CHO-SCR-58000,12,10.8,3,7.5,3.3,1269
2199,US-2022-151785-CHO-MIL-31000,2024-03-05,2027-08-31,3,151785,1,Chicago,13,60623,0,2,CHO-MIL-31000,9,19.5,6,12.66,6.84,1274
2200,US-2022-109512-CHO-SCR-58000,2024-03-05,2027-08-26,1,109512,1,New York City,34,10011,0,0,CHO-SCR-58000,12,14.4,4,10.0,4.4,1269
2201,US-2022-140221-CHO-FUD-51000,2024-03-05,2027-08-30,2,140221,1,Chicago,13,60653,0,2,CHO-FUD-51000,8,7.2,2,4.8,2.4,1273
2202,US-2022-109001-CHO-MIL-31000,2024-03-05,2027-08-30,3,109001,1,Philadelphia,43,19120,0,0,CHO-MIL-31000,9,3.25,1,2.11,1.14,1273
2203,US-2022-120320-CHO-MIL-31000,2024-03-05,2027-08-30,3,120320,1,Houston,51,77036,0,2,CHO-MIL-31000,9,6.5,2,4.22,2.28,1273
2204,US-2022-109001-CHO-NUT-13000,2024-03-05,2027-08-30,3,109001,1,Philadelphia,43,19120,0,0,CHO-NUT-13000,10,24.43,7,17.43,7.0,1273
2205,US-2022-153108-CHO-TRI-54000,2024-03-05,2027-08-30,3,153108,1,New Castle,14,47362,0,2,CHO-TRI-54000,11,7.5,2,4.9,2.6,1273
2206,US-2022-142944-CHO-FUD-51000,2024-03-06,2027-09-01,3,142944,1,San Francisco,5,94122,0,3,CHO-FUD-51000,8,25.2,7,16.8,8.4,1274
2207,US-2022-142944-CHO-NUT-13000,2024-03-06,2027-09-01,3,142944,1,San Francisco,5,94122,0,3,CHO-NUT-13000,10,6.98,2,4.98,2.0,1274
2208,US-2022-146255-CHO-MIL-31000,2024-03-07,2027-08-31,0,146255,1,Newark,8,19711,0,0,CHO-MIL-31000,9,6.5,2,4.22,2.28,1272
2209,US-2022-146255-CHO-MIL-31000,2024-03-07,2027-08-31,0,146255,1,Newark,8,19711,0,0,CHO-MIL-31000,9,6.5,2,4.22,2.28,1272
2210,US-2022-146255-CHO-MIL-31000,2024-03-07,2027-08-31,0,146255,1,Newark,8,19711,0,0,CHO-MIL-31000,9,9.75,3,6.33,3.42,1272
2211,US-2022-146255-CHO-SCR-58000,2024-03-07,2027-08-31,0,146255,1,Newark,8,19711,0,0,CHO-SCR-58000,12,10.8,3,7.5,3.3,1272
2212,US-2022-105627-CHO-SCR-58000,2024-03-08,2027-09-02,3,105627,1,Kenosha,57,53142,0,2,CHO-SCR-58000,12,10.8,3,7.5,3.3,1273
